feedback_text,sentiment
Middlemen are taking away most of the profits #630,Negative
We had no pest issues this time thanks to early intervention #118,Positive
Crop diversity is giving us more market options #646,Positive
There was a power cut during crucial irrigation hours #871,Negative
Our crop yield has significantly increased this year #4,Positive
The farm produce was sold out quickly this week #75,Positive
Heavy rains washed away the seeds after sowing #756,Negative
We had no pest issues this time thanks to early intervention #468,Positive
The local market prices are favorable this time #6,Positive
The crop loan interest rates are too high #247,Negative
Our storage facility upgrade saved a lot of produce #920,Positive
Our sugarcane output is at an all-time high #229,Positive
Transport issues led to rotting of fresh produce #64,Negative
Access to expert advice has made a big difference #243,Positive
The soil seems to be holding moisture well #280,Neutral
The weather updates were inaccurate and misleading #161,Negative
We’re waiting for the market rates to stabilize #514,Neutral
We are losing hope due to consistent crop failure #527,Negative
Heavy rains washed away the seeds after sowing #606,Negative
The crops are growing at a normal pace #785,Neutral
Livestock health has remained stable #667,Neutral
The loan paperwork is under process #666,Neutral
No one came for the soil testing we requested #990,Negative
We completed the harvesting process last week #610,Neutral
Storage facilities are in very poor condition #976,Negative
Crop insurance hasn't been processed yet #762,Negative
Heavy rains washed away the seeds after sowing #306,Negative
Local authorities are not responding to complaints #542,Negative
The scheme implementation was smooth and timely #623,Positive
We’re waiting for the market rates to stabilize #314,Neutral
We are facing labor shortages during peak season #494,Negative
The training on crop rotation has boosted our yield #111,Positive
Irrigation has been functioning as expected #488,Neutral
The soil quality has degraded over the years #170,Negative
There's talk about trying a new seed variety next year #462,Neutral
The online portal made seed ordering very easy #233,Positive
I'm grateful for the timely distribution of subsidies #67,Positive
Local authorities visited the farm to inspect progress #708,Neutral
The fertilizer shop is functioning normally #73,Neutral
No significant change in government policies #193,Neutral
Farmer meetings helped us plan better for the season #537,Positive
The drip irrigation system is working really well #126,Positive
There is steady demand in the local market #134,Neutral
The market prices are too low to make a profit #255,Negative
The crops are growing at a normal pace #485,Neutral
We are losing hope due to consistent crop failure #977,Negative
The rainfall has been average compared to last year #463,Neutral
There is routine inspection happening this week #489,Neutral
The situation is manageable at the moment #76,Neutral
We’ve had a bumper harvest of rice this season #485,Positive
The market prices are too low to make a profit #655,Negative
We are monitoring crop health regularly #677,Neutral
We planted the crops last week as per schedule #551,Neutral
We are observing the growth phase of our crops #406,Neutral
Our crops were destroyed by wild animals #775,Negative
The co-operative model has brought more unity in farming #919,Positive
The crop loan interest rates are too high #647,Negative
We are losing hope due to consistent crop failure #27,Negative
We’re burdened by increasing input costs #31,Negative
The online portal made seed ordering very easy #883,Positive
We are unable to access good quality seeds #336,Negative
The fertilizer shop is functioning normally #223,Neutral
The harvest festival went well with record outputs #365,Positive
The situation is manageable at the moment #126,Neutral
All the farmers in our area are happy this year #28,Positive
I'm impressed by the new farming techniques we learned #474,Positive
